tpep_pickup_datetime,1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,106,107,108,109,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265
2021-01-01 00:00:00,"(0, 0)","(2, 3)","(6, 27)","(0, 0)","(0, 0)","(7, 25)","(1, 0)","(0, 0)","(2, 2)","(0, 1)","(0, 1)","(7, 12)","(3, 9)","(2, 3)","(0, 1)","(5, 7)","(3, 3)","(0, 0)","(0, 0)","(1, 2)","(0, 2)","(0, 0)","(13, 23)","(5, 7)","(0, 3)","(0, 0)","(1, 3)","(0, 3)","(0, 0)","(0, 0)","(1, 2)","(1, 9)","(0, 1)","(4, 8)","(5, 14)","(7, 12)","(0, 0)","(2, 4)","(0, 3)","(38, 56)","(25, 42)","(33, 25)","(0, 0)","(4, 10)","(0, 0)","(2, 4)","(216, 119)","(8, 8)","(41, 51)","(5, 3)","(0, 2)","(0, 0)","(0, 0)","(1, 1)","(2, 4)","(0, 1)","(0, 0)","(0, 0)","(4, 1)","(12, 25)","(1, 3)","(0, 1)","(0, 0)","(11, 7)","(5, 3)","(2, 1)","(84, 87)","(5, 10)","(3, 1)","(1, 4)","(2, 2)","(0, 0)","(59, 57)","(49, 84)","(4, 3)","(1, 2)","(2, 7)","(101, 92)","(6, 17)","(1, 2)","(6, 12)","(1, 4)","(0, 0)","(1, 4)","(0, 1)","(20, 28)","(5, 20)","(6, 6)","(62, 44)","(2, 3)","(3, 2)","(0, 1)","(1, 5)","(5, 6)","(0, 0)","(11, 9)","(0, 0)","(0, 0)","(88, 17)","(0, 0)","(0, 2)","(2, 2)","(78, 51)","(2, 1)","(0, 1)","(0, 0)","(4, 15)","(53, 27)","(29, 19)","(0, 1)","(8, 23)","(0, 2)","(0, 0)","(1, 2)","(0, 0)","(1, 0)","(0, 1)","(1, 3)","(2, 0)","(21, 7)","(1, 4)","(6, 10)","(0, 1)","(5, 12)","(5, 7)","(0, 2)","(38, 4)","(0, 4)","(0, 1)","(0, 0)","(3, 3)","(77, 50)","(7, 3)","(0, 1)","(40, 61)","(110, 100)","(108, 70)","(34, 44)","(17, 24)","(3, 21)","(1, 6)","(0, 3)","(32, 24)","(0, 1)","(0, 1)","(52, 59)","(7, 15)","(0, 0)","(0, 0)","(1, 0)","(0, 0)","(0, 4)","(16, 20)","(3, 9)","(0, 2)","(98, 21)","(47, 24)","(50, 26)","(69, 40)","(0, 3)","(24, 24)","(3, 4)","(10, 12)","(2, 6)","(117, 78)","(0, 0)","(0, 1)","(2, 3)","(1, 2)","(0, 0)","(1, 5)","(2, 2)","(4, 8)","(0, 1)","(5, 14)","(0, 4)","(0, 1)","(0, 1)","(2, 2)","(74, 43)","(0, 0)","(1, 7)","(0, 6)","(0, 2)","(2, 0)","(0, 0)","(2, 3)","(0, 0)","(0, 2)","(0, 1)","(3, 2)","(1, 2)","(0, 2)","(0, 1)","(1, 5)","(0, 2)","(0, 0)","(3, 1)","(0, 1)","(1, 0)","(0, 4)","(9, 3)","(0, 2)","(17, 14)","(2, 3)","(4, 8)","(0, 0)","(1, 2)","(1, 2)","(1, 2)","(0, 1)","(0, 4)","(0, 6)","(0, 0)","(0, 3)","(1, 7)","(12, 17)","(1, 6)","(5, 26)","(1, 4)","(4, 7)","(64, 75)","(136, 42)","(48, 31)","(16, 29)","(36, 50)","(65, 43)","(1, 6)","(77, 87)","(68, 48)","(89, 105)","(93, 91)","(0, 2)","(1, 8)","(0, 3)","(1, 11)","(8, 25)","(0, 0)","(34, 25)","(1, 5)","(1, 4)","(69, 49)","(1, 2)","(0, 0)","(0, 0)","(0, 0)","(1, 6)","(7, 17)","(4, 11)","(0, 2)","(0, 1)","(1, 2)","(8, 14)","(13, 14)","(40, 68)","(130, 100)","(39, 37)","(40, 7)"
2021-01-01 03:00:00,"(0, 0)","(0, 0)","(4, 14)","(0, 0)","(0, 0)","(5, 8)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 2)","(0, 3)","(0, 1)","(0, 0)","(1, 7)","(0, 1)","(0, 0)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(4, 7)","(0, 4)","(0, 2)","(0, 0)","(0, 0)","(0, 2)","(0, 0)","(0, 0)","(1, 2)","(0, 0)","(0, 0)","(3, 1)","(0, 2)","(5, 8)","(0, 1)","(1, 4)","(0, 1)","(18, 18)","(14, 27)","(2, 1)","(0, 0)","(2, 2)","(0, 1)","(0, 3)","(57, 43)","(1, 2)","(18, 13)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 3)","(0, 1)","(0, 0)","(0, 0)","(1, 0)","(2, 8)","(3, 5)","(0, 1)","(0, 0)","(2, 2)","(0, 0)","(0, 0)","(28, 27)","(2, 7)","(0, 0)","(2, 1)","(2, 1)","(0, 0)","(14, 23)","(22, 30)","(2, 8)","(1, 2)","(1, 1)","(40, 23)","(1, 1)","(0, 1)","(4, 6)","(1, 0)","(0, 0)","(1, 0)","(0, 1)","(7, 10)","(2, 3)","(0, 4)","(25, 18)","(0, 4)","(1, 0)","(0, 0)","(1, 0)","(0, 2)","(0, 0)","(1, 2)","(0, 0)","(0, 0)","(21, 9)","(0, 0)","(0, 0)","(0, 0)","(31, 17)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(4, 2)","(9, 3)","(0, 0)","(7, 13)","(1, 0)","(0, 0)","(6, 4)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(2, 2)","(0, 2)","(0, 5)","(0, 0)","(5, 4)","(0, 2)","(0, 1)","(25, 4)","(0, 0)","(1, 2)","(0, 0)","(2, 0)","(19, 18)","(1, 7)","(0, 0)","(8, 16)","(25, 20)","(26, 14)","(6, 8)","(5, 9)","(2, 3)","(2, 5)","(0, 2)","(10, 8)","(0, 0)","(0, 0)","(7, 11)","(7, 7)","(0, 0)","(0, 0)","(0, 0)","(0, 0)","(2, 0)","(5, 2)","(4, 5)","(0, 0)","(14, 5)","(8, 6)","(9, 5)","(19, 16)","(0, 0)","(1, 9)","(1, 3)","(5, 9)","(1, 4)","(31, 17)","(0, 2)","(0, 0)","(1, 2)","(1, 1)","(0, 0)","(1, 4)","(0, 0)","(1, 6)","(0, 0)","(2, 6)","(0, 0)","(0, 0)","(0, 0)","(1, 2)","(36, 12)","(0, 1)","(0, 2)","(0, 1)","(0, 0)","(0, 2)","(0, 0)","(2, 2)","(0, 0)","(0, 0)","(0, 2)","(0, 0)","(1, 3)","(0, 0)","(0, 0)","(0, 0)","(2, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(1, 2)","(2, 2)","(0, 0)","(3, 3)","(0, 0)","(1, 3)","(0, 0)","(0, 3)","(2, 1)","(0, 1)","(0, 1)","(0, 0)","(1, 0)","(0, 0)","(0, 1)","(2, 10)","(0, 3)","(1, 4)","(4, 6)","(2, 2)","(0, 1)","(15, 10)","(26, 17)","(16, 12)","(2, 4)","(13, 16)","(14, 10)","(1, 9)","(5, 9)","(11, 9)","(19, 24)","(20, 14)","(1, 0)","(0, 2)","(1, 2)","(0, 1)","(5, 11)","(0, 0)","(9, 9)","(0, 4)","(1, 3)","(14, 20)","(0, 2)","(0, 0)","(0, 1)","(0, 0)","(0, 3)","(2, 5)","(3, 4)","(0, 0)","(0, 0)","(1, 0)","(0, 4)","(3, 8)","(5, 16)","(27, 34)","(11, 16)","(19, 5)"
2021-01-01 06:00:00,"(0, 5)","(1, 0)","(0, 5)","(0, 0)","(0, 0)","(4, 8)","(0, 0)","(0, 1)","(2, 4)","(0, 0)","(0, 1)","(6, 0)","(0, 4)","(0, 0)","(0, 1)","(0, 2)","(1, 2)","(0, 0)","(0, 0)","(0, 0)","(0, 1)","(0, 0)","(7, 8)","(0, 0)","(0, 4)","(0, 0)","(0, 2)","(0, 0)","(0, 0)","(0, 0)","(0, 4)","(1, 2)","(0, 1)","(3, 8)","(1, 0)","(3, 3)","(1, 1)","(3, 4)","(3, 2)","(10, 16)","(13, 26)","(17, 21)","(0, 0)","(0, 1)","(0, 0)","(1, 1)","(55, 37)","(2, 1)","(9, 9)","(1, 0)","(0, 1)","(0, 0)","(0, 1)","(0, 2)","(0, 2)","(1, 0)","(0, 0)","(0, 0)","(1, 2)","(3, 6)","(1, 1)","(0, 2)","(0, 0)","(2, 5)","(0, 0)","(0, 0)","(25, 26)","(3, 0)","(4, 0)","(0, 0)","(1, 2)","(0, 0)","(22, 22)","(43, 50)","(3, 5)","(2, 1)","(1, 3)","(26, 10)","(1, 2)","(1, 2)","(2, 1)","(1, 0)","(0, 0)","(1, 2)","(0, 1)","(1, 5)","(4, 3)","(3, 2)","(19, 14)","(1, 2)","(2, 1)","(1, 0)","(0, 0)","(1, 1)","(0, 0)","(2, 2)","(0, 1)","(0, 0)","(44, 25)","(1, 0)","(0, 0)","(0, 0)","(42, 30)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(7, 6)","(3, 3)","(0, 0)","(11, 13)","(0, 2)","(0, 0)","(1, 0)","(0, 0)","(1, 2)","(2, 0)","(0, 0)","(0, 1)","(1, 3)","(1, 0)","(2, 5)","(0, 1)","(2, 6)","(2, 0)","(1, 5)","(30, 12)","(1, 1)","(1, 3)","(0, 0)","(1, 1)","(28, 46)","(10, 21)","(1, 0)","(49, 62)","(35, 27)","(27, 26)","(12, 21)","(3, 0)","(0, 4)","(1, 1)","(0, 1)","(9, 5)","(0, 1)","(0, 0)","(33, 25)","(14, 13)","(0, 2)","(0, 0)","(1, 2)","(0, 0)","(0, 1)","(3, 8)","(1, 2)","(1, 4)","(16, 18)","(23, 19)","(19, 22)","(9, 15)","(1, 2)","(24, 25)","(3, 1)","(0, 7)","(1, 2)","(31, 27)","(1, 0)","(0, 0)","(0, 1)","(1, 6)","(0, 0)","(0, 2)","(0, 0)","(3, 4)","(0, 0)","(1, 2)","(1, 1)","(0, 0)","(0, 0)","(0, 2)","(70, 35)","(0, 0)","(5, 6)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 1)","(1, 0)","(1, 0)","(1, 3)","(1, 1)","(0, 1)","(0, 2)","(0, 1)","(0, 0)","(2, 0)","(0, 0)","(2, 2)","(0, 0)","(0, 0)","(1, 0)","(1, 3)","(0, 0)","(5, 3)","(0, 0)","(1, 3)","(0, 2)","(2, 1)","(0, 3)","(1, 1)","(0, 2)","(2, 0)","(1, 3)","(0, 0)","(0, 0)","(0, 1)","(3, 2)","(0, 2)","(6, 5)","(0, 0)","(0, 1)","(25, 14)","(19, 21)","(5, 6)","(4, 11)","(25, 11)","(6, 10)","(3, 2)","(43, 36)","(35, 30)","(73, 44)","(47, 24)","(0, 0)","(1, 1)","(1, 2)","(4, 9)","(30, 29)","(0, 0)","(3, 9)","(2, 3)","(0, 0)","(8, 13)","(0, 0)","(0, 1)","(0, 0)","(0, 0)","(3, 3)","(0, 0)","(0, 0)","(0, 1)","(0, 2)","(1, 0)","(0, 2)","(4, 2)","(25, 13)","(46, 23)","(11, 14)","(30, 9)"
2021-01-01 09:00:00,"(7, 9)","(0, 1)","(4, 11)","(0, 0)","(0, 0)","(5, 17)","(1, 0)","(0, 0)","(1, 3)","(0, 1)","(0, 5)","(5, 8)","(1, 3)","(0, 2)","(0, 3)","(0, 5)","(1, 3)","(0, 0)","(1, 1)","(1, 2)","(2, 4)","(0, 0)","(13, 13)","(2, 4)","(0, 2)","(0, 0)","(0, 0)","(1, 2)","(0, 0)","(0, 0)","(0, 1)","(2, 1)","(0, 0)","(3, 4)","(0, 3)","(6, 9)","(0, 0)","(3, 2)","(2, 2)","(32, 40)","(14, 29)","(44, 47)","(1, 1)","(2, 8)","(0, 1)","(1, 2)","(111, 72)","(3, 6)","(21, 25)","(1, 0)","(0, 1)","(0, 0)","(0, 0)","(1, 4)","(1, 1)","(0, 0)","(0, 0)","(0, 0)","(0, 4)","(0, 4)","(0, 3)","(3, 2)","(0, 1)","(0, 1)","(1, 0)","(0, 1)","(61, 62)","(2, 7)","(15, 1)","(1, 4)","(2, 3)","(0, 1)","(28, 50)","(70, 62)","(6, 9)","(1, 3)","(2, 2)","(55, 40)","(2, 1)","(0, 2)","(3, 3)","(1, 2)","(0, 0)","(1, 1)","(1, 1)","(4, 11)","(4, 9)","(2, 6)","(50, 28)","(1, 2)","(0, 1)","(0, 1)","(0, 2)","(2, 4)","(0, 1)","(1, 4)","(0, 1)","(0, 0)","(33, 42)","(0, 2)","(1, 0)","(0, 1)","(61, 32)","(1, 1)","(0, 0)","(0, 0)","(1, 7)","(30, 12)","(12, 13)","(0, 0)","(5, 12)","(0, 0)","(0, 0)","(4, 3)","(0, 0)","(0, 3)","(1, 1)","(0, 0)","(0, 1)","(5, 6)","(2, 0)","(2, 4)","(0, 0)","(3, 2)","(1, 3)","(1, 2)","(48, 14)","(1, 0)","(1, 2)","(2, 3)","(2, 1)","(37, 37)","(82, 25)","(1, 3)","(63, 62)","(76, 74)","(84, 77)","(44, 25)","(15, 12)","(1, 3)","(2, 2)","(0, 0)","(13, 25)","(0, 0)","(0, 2)","(51, 36)","(9, 5)","(0, 3)","(0, 0)","(2, 2)","(0, 0)","(1, 1)","(4, 16)","(1, 2)","(0, 1)","(36, 63)","(48, 38)","(28, 35)","(40, 28)","(3, 3)","(24, 24)","(1, 4)","(2, 6)","(2, 2)","(59, 47)","(2, 0)","(0, 0)","(0, 0)","(1, 2)","(0, 0)","(6, 3)","(1, 0)","(4, 5)","(0, 0)","(1, 0)","(3, 1)","(1, 0)","(0, 0)","(0, 4)","(76, 59)","(0, 0)","(6, 6)","(0, 0)","(0, 0)","(1, 1)","(0, 0)","(9, 4)","(0, 0)","(2, 1)","(0, 1)","(0, 3)","(2, 3)","(0, 3)","(0, 1)","(0, 1)","(0, 0)","(0, 0)","(0, 2)","(0, 0)","(0, 0)","(3, 1)","(2, 3)","(3, 3)","(6, 19)","(0, 1)","(0, 4)","(0, 0)","(1, 1)","(3, 1)","(0, 5)","(0, 3)","(0, 0)","(3, 7)","(0, 0)","(2, 3)","(1, 4)","(5, 10)","(1, 4)","(5, 4)","(1, 0)","(1, 2)","(55, 37)","(52, 38)","(26, 31)","(9, 14)","(26, 22)","(45, 47)","(2, 2)","(98, 112)","(93, 82)","(89, 74)","(103, 80)","(0, 0)","(1, 3)","(1, 1)","(2, 8)","(16, 19)","(0, 0)","(26, 34)","(4, 6)","(4, 2)","(33, 15)","(3, 2)","(0, 0)","(0, 1)","(0, 0)","(4, 5)","(0, 3)","(1, 4)","(0, 1)","(0, 0)","(1, 1)","(1, 5)","(13, 11)","(51, 33)","(86, 58)","(20, 17)","(40, 14)"
2021-01-01 12:00:00,"(1, 7)","(0, 2)","(6, 24)","(0, 0)","(0, 0)","(5, 18)","(0, 0)","(0, 2)","(1, 8)","(0, 0)","(0, 2)","(24, 28)","(0, 3)","(0, 0)","(1, 1)","(7, 10)","(2, 2)","(1, 0)","(4, 6)","(1, 2)","(1, 5)","(0, 0)","(33, 19)","(5, 6)","(2, 3)","(0, 0)","(2, 1)","(1, 1)","(0, 0)","(0, 2)","(1, 1)","(1, 7)","(1, 0)","(9, 5)","(0, 2)","(3, 10)","(1, 1)","(7, 10)","(0, 3)","(63, 81)","(21, 49)","(92, 79)","(0, 0)","(2, 14)","(0, 0)","(2, 4)","(145, 126)","(3, 7)","(44, 40)","(2, 7)","(1, 4)","(0, 4)","(1, 1)","(3, 2)","(0, 4)","(0, 0)","(0, 0)","(0, 1)","(0, 2)","(3, 15)","(1, 1)","(1, 2)","(1, 2)","(3, 8)","(2, 3)","(0, 3)","(126, 108)","(3, 4)","(27, 10)","(2, 2)","(3, 4)","(1, 3)","(44, 92)","(100, 119)","(8, 16)","(4, 4)","(3, 7)","(101, 82)","(4, 6)","(1, 1)","(4, 6)","(0, 2)","(0, 0)","(3, 1)","(0, 2)","(20, 21)","(12, 17)","(1, 4)","(110, 71)","(3, 3)","(4, 10)","(0, 0)","(1, 2)","(2, 8)","(1, 2)","(5, 11)","(0, 1)","(0, 0)","(80, 64)","(0, 3)","(0, 0)","(0, 0)","(102, 78)","(0, 1)","(0, 0)","(0, 0)","(0, 5)","(71, 55)","(32, 37)","(0, 0)","(13, 17)","(0, 4)","(0, 0)","(1, 5)","(0, 0)","(1, 3)","(0, 2)","(0, 2)","(1, 1)","(15, 12)","(1, 3)","(1, 3)","(0, 0)","(6, 10)","(2, 1)","(1, 2)","(145, 31)","(1, 1)","(0, 1)","(1, 3)","(0, 5)","(58, 66)","(139, 21)","(0, 0)","(89, 89)","(147, 136)","(141, 143)","(78, 95)","(28, 44)","(4, 21)","(4, 4)","(1, 1)","(21, 27)","(2, 2)","(0, 0)","(119, 76)","(11, 12)","(0, 2)","(0, 2)","(4, 3)","(0, 0)","(0, 2)","(9, 46)","(3, 4)","(0, 2)","(144, 109)","(104, 79)","(111, 84)","(87, 83)","(0, 1)","(33, 40)","(3, 3)","(8, 16)","(1, 6)","(118, 83)","(1, 3)","(0, 0)","(1, 3)","(1, 1)","(0, 0)","(1, 4)","(0, 1)","(2, 3)","(0, 2)","(2, 10)","(0, 2)","(0, 1)","(0, 0)","(5, 3)","(177, 126)","(0, 0)","(3, 10)","(2, 2)","(1, 1)","(0, 1)","(1, 1)","(4, 10)","(0, 2)","(1, 3)","(1, 2)","(0, 0)","(1, 1)","(0, 2)","(0, 0)","(0, 4)","(0, 1)","(0, 0)","(0, 1)","(0, 1)","(0, 0)","(0, 3)","(8, 13)","(5, 4)","(15, 40)","(3, 3)","(5, 3)","(0, 0)","(2, 5)","(1, 4)","(2, 1)","(2, 1)","(1, 4)","(2, 4)","(0, 0)","(6, 4)","(1, 2)","(6, 16)","(4, 14)","(10, 6)","(0, 2)","(1, 4)","(124, 93)","(103, 75)","(52, 47)","(7, 27)","(66, 62)","(115, 98)","(6, 3)","(203, 193)","(245, 200)","(145, 183)","(221, 177)","(0, 0)","(0, 1)","(4, 3)","(3, 9)","(8, 16)","(0, 0)","(50, 65)","(3, 9)","(1, 4)","(83, 99)","(3, 2)","(0, 0)","(0, 0)","(0, 0)","(2, 3)","(0, 11)","(3, 10)","(0, 2)","(5, 5)","(2, 6)","(2, 4)","(27, 17)","(77, 82)","(137, 140)","(45, 48)","(49, 11)"
2021-01-01 15:00:00,"(0, 7)","(3, 2)","(7, 37)","(0, 0)","(0, 0)","(9, 20)","(0, 0)","(0, 2)","(1, 8)","(0, 0)","(5, 2)","(23, 24)","(1, 4)","(0, 0)","(1, 1)","(4, 7)","(0, 4)","(0, 1)","(1, 4)","(0, 0)","(4, 5)","(0, 0)","(37, 56)","(1, 8)","(1, 0)","(0, 0)","(1, 2)","(2, 0)","(0, 0)","(0, 1)","(2, 4)","(3, 11)","(0, 0)","(8, 7)","(2, 3)","(3, 6)","(0, 1)","(10, 17)","(0, 3)","(73, 101)","(28, 77)","(138, 64)","(0, 0)","(6, 10)","(0, 0)","(2, 5)","(155, 202)","(4, 8)","(35, 97)","(1, 3)","(1, 3)","(0, 1)","(0, 1)","(1, 3)","(0, 2)","(0, 0)","(0, 0)","(0, 0)","(2, 2)","(4, 14)","(1, 3)","(3, 1)","(0, 2)","(8, 6)","(0, 5)","(0, 0)","(171, 114)","(4, 6)","(30, 7)","(1, 3)","(3, 12)","(0, 0)","(67, 93)","(85, 129)","(5, 7)","(2, 4)","(2, 4)","(86, 96)","(2, 9)","(2, 1)","(4, 6)","(0, 3)","(0, 0)","(0, 2)","(0, 6)","(21, 32)","(9, 15)","(6, 12)","(106, 85)","(1, 2)","(3, 9)","(0, 3)","(0, 3)","(2, 9)","(1, 0)","(6, 11)","(0, 4)","(1, 1)","(122, 77)","(1, 0)","(0, 2)","(1, 2)","(113, 103)","(0, 3)","(0, 0)","(0, 0)","(0, 12)","(72, 58)","(46, 37)","(0, 0)","(26, 45)","(1, 4)","(0, 0)","(1, 2)","(0, 2)","(0, 3)","(0, 1)","(0, 3)","(2, 3)","(8, 11)","(1, 3)","(3, 8)","(0, 0)","(4, 13)","(2, 6)","(2, 0)","(222, 15)","(0, 1)","(0, 2)","(0, 2)","(0, 2)","(74, 76)","(115, 8)","(0, 1)","(104, 110)","(152, 161)","(242, 203)","(92, 148)","(48, 27)","(3, 25)","(7, 8)","(1, 4)","(29, 32)","(0, 2)","(0, 5)","(134, 130)","(25, 25)","(2, 4)","(0, 0)","(2, 7)","(0, 0)","(0, 2)","(27, 39)","(5, 5)","(0, 1)","(160, 105)","(129, 83)","(128, 85)","(84, 99)","(1, 1)","(40, 65)","(1, 5)","(4, 11)","(2, 3)","(109, 130)","(1, 4)","(0, 0)","(1, 1)","(0, 7)","(1, 1)","(4, 6)","(0, 3)","(2, 10)","(1, 2)","(1, 7)","(2, 5)","(0, 0)","(0, 1)","(2, 2)","(242, 101)","(0, 0)","(3, 11)","(0, 4)","(0, 0)","(1, 2)","(0, 0)","(6, 6)","(0, 4)","(0, 1)","(1, 3)","(3, 4)","(0, 4)","(1, 2)","(4, 1)","(0, 4)","(0, 1)","(0, 0)","(1, 0)","(0, 1)","(0, 0)","(0, 4)","(9, 11)","(1, 7)","(36, 39)","(1, 0)","(5, 6)","(0, 0)","(1, 2)","(1, 9)","(0, 2)","(0, 2)","(2, 3)","(2, 9)","(0, 0)","(1, 2)","(2, 7)","(2, 30)","(9, 11)","(5, 14)","(0, 1)","(1, 5)","(82, 147)","(148, 88)","(54, 48)","(5, 49)","(42, 83)","(142, 101)","(6, 6)","(194, 218)","(260, 150)","(193, 227)","(264, 226)","(1, 1)","(1, 2)","(1, 5)","(3, 20)","(17, 32)","(0, 0)","(101, 73)","(0, 5)","(1, 3)","(105, 68)","(1, 3)","(0, 0)","(0, 0)","(0, 0)","(2, 10)","(0, 12)","(1, 8)","(0, 1)","(0, 2)","(0, 1)","(4, 5)","(30, 39)","(72, 127)","(135, 149)","(55, 53)","(43, 21)"
2021-01-01 18:00:00,"(0, 1)","(0, 1)","(2, 18)","(0, 0)","(0, 0)","(8, 15)","(0, 0)","(0, 1)","(4, 13)","(0, 0)","(0, 1)","(8, 13)","(2, 5)","(0, 5)","(0, 3)","(0, 7)","(0, 5)","(0, 1)","(0, 2)","(0, 2)","(0, 3)","(0, 0)","(19, 24)","(1, 7)","(1, 0)","(0, 0)","(0, 7)","(0, 2)","(0, 0)","(0, 0)","(0, 0)","(2, 7)","(0, 0)","(2, 2)","(1, 3)","(4, 13)","(1, 0)","(5, 9)","(1, 2)","(35, 65)","(23, 50)","(41, 18)","(1, 1)","(3, 16)","(0, 0)","(1, 7)","(118, 145)","(0, 4)","(18, 59)","(1, 3)","(0, 0)","(0, 0)","(0, 1)","(0, 3)","(2, 9)","(0, 2)","(0, 1)","(0, 0)","(0, 3)","(2, 12)","(1, 2)","(1, 1)","(0, 0)","(3, 9)","(0, 3)","(0, 1)","(77, 84)","(2, 6)","(26, 10)","(0, 1)","(0, 2)","(0, 0)","(43, 72)","(58, 83)","(2, 11)","(1, 2)","(0, 1)","(76, 82)","(0, 9)","(2, 3)","(0, 5)","(0, 3)","(0, 0)","(1, 2)","(0, 1)","(9, 16)","(7, 3)","(4, 9)","(62, 56)","(1, 1)","(2, 4)","(1, 0)","(0, 0)","(0, 11)","(0, 0)","(2, 10)","(1, 1)","(0, 0)","(63, 50)","(1, 1)","(0, 3)","(1, 1)","(65, 74)","(1, 0)","(0, 0)","(0, 0)","(2, 11)","(43, 40)","(28, 30)","(0, 0)","(10, 31)","(2, 3)","(0, 1)","(1, 2)","(0, 0)","(2, 1)","(0, 1)","(0, 0)","(1, 1)","(10, 12)","(1, 4)","(1, 4)","(0, 0)","(2, 8)","(2, 6)","(0, 2)","(288, 17)","(1, 3)","(0, 4)","(0, 0)","(1, 1)","(73, 51)","(112, 7)","(1, 1)","(108, 86)","(103, 114)","(131, 86)","(38, 57)","(29, 29)","(5, 10)","(0, 1)","(0, 3)","(16, 26)","(1, 1)","(0, 6)","(36, 63)","(4, 11)","(0, 0)","(0, 1)","(2, 0)","(0, 0)","(0, 5)","(20, 22)","(1, 3)","(0, 2)","(83, 46)","(80, 52)","(64, 47)","(64, 59)","(1, 2)","(22, 26)","(0, 5)","(4, 7)","(1, 1)","(84, 70)","(0, 2)","(0, 0)","(1, 2)","(0, 4)","(1, 2)","(1, 3)","(0, 0)","(2, 6)","(3, 6)","(2, 10)","(2, 1)","(0, 0)","(0, 0)","(0, 5)","(188, 80)","(0, 0)","(1, 3)","(0, 4)","(0, 0)","(1, 4)","(0, 0)","(4, 5)","(1, 2)","(1, 1)","(0, 2)","(0, 3)","(0, 5)","(0, 2)","(0, 3)","(0, 1)","(1, 1)","(0, 0)","(2, 4)","(0, 0)","(0, 0)","(0, 2)","(1, 10)","(1, 1)","(20, 16)","(1, 1)","(1, 1)","(0, 0)","(0, 4)","(1, 2)","(0, 4)","(3, 4)","(0, 4)","(1, 2)","(0, 1)","(0, 1)","(1, 6)","(3, 23)","(2, 10)","(9, 15)","(0, 3)","(2, 2)","(63, 73)","(97, 68)","(21, 31)","(0, 24)","(34, 56)","(67, 57)","(2, 4)","(98, 107)","(113, 75)","(94, 115)","(101, 118)","(1, 2)","(2, 6)","(0, 3)","(2, 10)","(7, 30)","(0, 0)","(52, 32)","(5, 6)","(4, 3)","(63, 48)","(1, 0)","(0, 0)","(0, 1)","(0, 0)","(1, 1)","(1, 8)","(1, 14)","(0, 3)","(0, 2)","(1, 2)","(2, 10)","(4, 10)","(27, 79)","(110, 119)","(35, 22)","(35, 18)"
